"","x"
"7026","bacc"
"7027","bacc"
"7028","aababaaaacc"
"7029","aac"
"7030","aababacc"
"7031","aabacc"
"7032","aacc"
"7033","aac"
"7034","aac"
"7035","aac"
"7036","aaacc"
"7037","aacc"
"7038","aabacc"
"7039","aac"
"7040","aacc"
"7041","aac"
"7042","aacc"
"7043","aabaacc"
"7044","aacc"
"7045","aac"
"7046","aaacc"
"7047","aabbaaaaaabaacc"
"7048","aac"
"7049","aac"
"7050","aac"
"7051","aac"
"7052","aac"
"7053","aac"
"7054","aac"
"7055","aac"
"7056","aac"
"7057","aac"
"7058","aabacacacc"
"7059","aababbaacc"
"7060","aac"
"7061","aac"
"7062","aacc"
"7063","aac"
"7064","aacc"
"7065","aac"
"7066","aabaabaaacc"
"7067","aac"
"7068","aabacc"
"7069","aac"
"7070","aac"
"7071","aacabacc"
"7072","aac"
"7073","aac"
"7074","aacc"
"7075","aaabacc"
"7076","aaac"
"7077","aac"
"7078","aac"
"7079","aac"
"7080","aacc"
"7081","aabacc"
"7082","abbacc"
"7083","abbaacc"
"7084","aabac"
"7085","aac"
"7086","aabbaaacc"
"7087","aabacc"
"7088","aabaacc"
"7089","aaacc"
"7090","aabacc"
"7091","aabacc"
"7092","aacc"
"7093","aac"
"7094","aaaacc"
"7095","aac"
"7096","aaaaacc"
"7097","aac"
"7098","aac"
"7099","aac"
"7100","aababababababaaacc"
"7101","aac"
"7102","aabaacc"
"7103","aabacc"
"7104","aac"
"7105","aac"
"7106","aac"
"7107","aababababaababbaacc"
"7108","aacdacc"
"7109","aac"
"7110","aac"
"7111","aac"
"7112","aac"
"7113","aac"
"7114","aac"
"7115","aababababacc"
"7116","aac"
"7117","aac"
"7118","aaaacc"
"7119","aac"
"7120","aabaababaacc"
"7121","aabaaaacc"
"7122","aac"
"7123","aac"
"7124","aaabaaaaaaaacc"
"7125","aabaacc"
"7126","aabaaacc"
"7127","aac"
"7128","aac"
"7129","aac"
"7130","aacc"
"7131","aac"
"7132","aac"
"7133","aac"
"7134","aac"
"7135","aabababaaaaaaacc"
"7136","aac"
"7137","aac"
"7138","aabababbaaabaaacc"
"7139","aac"
"7140","aabaacc"
"7141","aac"
"7142","aac"
"7143","aac"
"7144","aabacc"
"7145","aaaac"
"7146","aaaabaac"
"7147","aac"
"7148","aac"
"7149","aacacc"
"7150","aac"
"7151","aac"
"7152","aac"
"7153","aacacc"
"7154","aac"
"7155","aababacc"
"7156","aabaaacc"
"7157","aabaaaacbaaaaaaaacc"
"7158","aacc"
"7159","aacc"
"7160","aac"
"7161","aac"
"7162","aac"
"7163","aabbaacc"
"7164","aacabaaaaabaaacacc"
"7165","aaacc"
"7166","aac"
"7167","aac"
"7168","aacc"
"7169","aacc"
"7170","aabacc"
"7171","aaabaaacc"
"7172","aac"
"7173","aac"
"7174","aababacc"
"7175","aabaaaacc"
"7176","aacc"
"7177","aac"
"7178","aac"
"7179","aaaacc"
"7180","aac"
"7181","aaaac"
"7182","aacc"
"7183","aabaaacc"
"7184","aaacc"
"7185","aababaaacc"
"7186","aabaacc"
"7187","bbacc"
"7188","babacc"
"7189","bbacc"
"7190","bacc"
"7191","babacc"
"7192","bacc"
"7193","bacc"
"7194","bbacc"
"7195","aaaaababaaaaaababaaacc"
"7196","aac"
"7197","aac"
"7198","aabaacc"
"7199","aac"
"7200","aac"
"7201","aac"
"7202","aababaaacc"
"7203","aaacc"
"7204","aabaaaacc"
"7205","aabaaacc"
"7206","aaac"
"7207","aabaaaacaacc"
"7208","aac"
"7209","aac"
"7210","aaaa"
"7211","aababaacc"
"7212","aac"
"7213","aac"
"7214","aac"
"7215","aac"
"7216","aac"
"7217","aaabbaababaababaacc"
"7218","aac"
"7219","aac"
"7220","aaaabaaabaaaaaaaacc"
"7221","aac"
"7222","babacc"
"7223","baaacc"
"7224","babaabaaacc"
"7225","babaababaaabaaaaaaabaaaacc"
"7226","baacc"
"7227","baaaaaaacc"
"7228","baabaacc"
"7229","aabababbabababaababacc"
"7230","aaaacc"
"7231","aaaacc"
"7232","aaaaacc"
"7233","aabacc"
"7234","aababaaacc"
"7235","aabaabaacc"
"7236","aaaacc"
"7237","aabababaabacc"
"7238","aabaaacababacc"
"7239","aac"
"7240","aac"
"7241","aacc"
"7242","aacc"
"7243","aacc"
"7244","aacc"
"7245","aaaacc"
"7246","aabaaacc"
"7247","aaabaacc"
"7248","aac"
"7249","aacc"
"7250","aaababaacbc"
"7251","aababacc"
"7252","aaacc"
"7253","aac"
"7254","aacacc"
"7255","aaaac"
"7256","aac"
"7257","aababababaacc"
"7258","aaabaaacc"
"7259","aabaacaabbaaabaaacc"
"7260","aabbaaaaaaaaaaaacc"
"7261","aaababaacc"
"7262","aabacc"
"7263","aababaaaaacc"
"7264","aaabaaacc"
"7265","aacc"
"7266","aabaaacc"
"7267","aac"
"7268","aac"
"7269","aac"
"7270","aac"
"7271","aaabaabacc"
"7272","aac"
"7273","aababacc"
"7274","aac"
"7275","aac"
"7276","aac"
"7277","aac"
"7278","aac"
"7279","aabaaababaacc"
"7280","aac"
"7281","aac"
"7282","aabacc"
"7283","aabacc"
"7284","aabaacc"
"7285","aac"
"7286","aac"
"7287","aaabaaacc"
"7288","aababacc"
"7289","aaac"
"7290","aabaabaaabaacc"
"7291","aac"
"7292","aabacc"
"7293","aacc"
"7294","aabacc"
"7295","aac"
"7296","aac"
"7297","aabaaacc"
"7298","aac"
"7299","aabaaaacc"
"7300","aac"
"7301","aac"
"7302","aabbacc"
"7303","aac"
"7304","aac"
"7305","aac"
"7306","aac"
"7307","aababaaaaaaaaacc"
"7308","aac"
"7309","aabac"
"7310","bbac"
"7311","aacc"
"7312","aac"
"7313","aac"
"7314","aac"
"7315","aac"
"7316","aac"
"7317","aaacc"
"7318","aabaacc"
"7319","aaaac"
"7320","aac"
"7321","aac"
"7322","aacc"
"7323","aabaabaaacc"
"7324","aabaacc"
"7325","aabacc"
"7326","aac"
"7327","aababaaaaacc"
"7328","aaabaacc"
"7329","aac"
"7330","aaaacc"
"7331","aabaacc"
"7332","aabacc"
"7333","aaacc"
"7334","aabaaacc"
"7335","aabaaaaaaacc"
"7336","aac"
"7337","aac"
"7338","aabaaaacc"
"7339","aabaaababaaacc"
"7340","aac"
"7341","aacabaaaacc"
"7342","aaacc"
"7343","aababaaaaababababacc"
"7344","aabaabababababbaacc"
"7345","aaaacc"
"7346","aabaacc"
"7347","aabababaaababaaacc"
"7348","aabaacc"
"7349","aacc"
"7350","aacc"
"7351","aac"
"7352","aac"
"7353","aac"
"7354","aac"
"7355","aaacc"
"7356","aac"
"7357","aac"
"7358","aac"
"7359","aac"
"7360","aacc"
"7361","aabababacc"
"7362","aac"
"7363","aabac"
"7364","aabacc"
"7365","aabac"
"7366","aabac"
"7367","aaabbabaaaabaacc"
"7368","aabaaaaacc"
"7369","aac"
"7370","aabaacc"
"7371","aabaacc"
"7372","aabacc"
"7373","aacc"
"7374","aac"
"7375","aabaaaccabaacc"
"7376","aac"
"7377","aac"
"7378","babbacc"
"7379","bacc"
"7380","babbacc"
"7381","bbabacc"
"7382","bacc"
"7383","bacc"
"7384","bacc"
"7385","bacc"
"7386","bbacc"
"7387","aac"
"7388","aababbaaacc"
"7389","aacc"
"7390","aababaaaaaaaababaaaabaaaaaaaaacc"
"7391","aacc"
"7392","aabaaabaaacc"
"7393","aabacc"
"7394","aaaaacc"
"7395","aabacc"
"7396","ac"
"7397","aaaa"
"7398","aac"
"7399","aac"
"7400","aaabaaaaaaaacc"
"7401","aacabaaabaaacc"
"7402","aababacc"
"7403","aacc"
"7404","aac"
"7405","aac"
"7406","aabaaaaaccacc"
"7407","aac"
"7408","aacababaaaabacc"
"7409","aabaacc"
"7410","aabbabaaacababaacc"
"7411","aababacc"
"7412","aac"
"7413","aac"
"7414","aac"
"7415","aabacc"
"7416","aacacc"
"7417","aacacacc"
"7418","aababaaacc"
"7419","aac"
"7420","aababacc"
"7421","aaabaaabbaaacaaacc"
"7422","aaacc"
"7423","aac"
"7424","aabaacc"
"7425","aac"
"7426","aabaaacc"
"7427","aabaacc"
"7428","aabacc"
"7429","aac"
"7430","aac"
"7431","aac"
"7432","aacc"
"7433","aac"
"7434","aac"
"7435","aac"
"7436","aac"
"7437","aaabacc"
"7438","aaabac"
"7439","aac"
"7440","aabaaabaacc"
"7441","aaaacc"
"7442","aac"
"7443","aac"
"7444","ac"
"7445","aabaaabac"
"7446","aac"
"7447","aac"
"7448","aaacc"
"7449","aac"
"7450","aacc"
"7451","aabaacc"
"7452","aac"
"7453","aac"
"7454","aabaaaacc"
"7455","aaacc"
"7456","aaacc"
"7457","aabaaaaacc"
"7458","aac"
"7459","aac"
"7460","aaabaababaaabaaababaabaaacc"
"7461","aac"
"7462","aac"
"7463","aac"
"7464","aabacc"
"7465","aaababaaaacc"
"7466","aacc"
"7467","aac"
"7468","aac"
"7469","aac"
"7470","aabbbacc"
"7471","aacc"
"7472","aac"
"7473","aabacc"
"7474","babac"
"7475","aacacc"
"7476","aabacc"
"7477","aacc"
"7478","aacacc"
"7479","aacc"
"7480","aabaaaacc"
"7481","aacc"
"7482","aac"
"7483","aabacc"
"7484","aac"
"7485","aac"
"7486","aac"
"7487","aac"
"7488","aabacc"
"7489","aac"
"7490","aac"
"7491","aac"
"7492","aacc"
"7493","aac"
"7494","aabaaacc"
"7495","aaaaaaaacc"
"7496","aabaaacc"
"7497","aac"
"7498","aac"
"7499","aabacc"
"7500","aaacc"
"7501","aabaacc"
"7502","aac"
"7503","aac"
"7504","aac"
"7505","aac"
"7506","aac"
"7507","aac"
"7508","bacc"
"7509","bacacc"
"7510","bacc"
"7511","babaacc"
"7512","baacc"
"7513","bacc"
"7514","bacc"
"7515","bacc"
"7516","aac"
"7517","aaacc"
"7518","aac"
"7519","aac"
"7520","aacc"
"7521","aac"
"7522","aac"
"7523","aaabaabaaabaaabbac"
"7524","aacaaacc"
"7525","aacc"
"7526","aabaa"
"7527","aac"
"7528","aac"
"7529","aac"
"7530","aac"
"7531","aabacc"
"7532","aabaacc"
"7533","aabacc"
"7534","aac"
"7535","aacc"
"7536","aac"
"7537","aac"
"7538","aaababaaaacc"
"7539","aac"
"7540","aac"
"7541","aaabaababc"
"7542","aac"
"7543","aaabaaaaacc"
"7544","aabacc"
"7545","aac"
"7546","aabacc"
"7547","aaabacc"
"7548","aac"
"7549","aac"
"7550","aabaacc"
"7551","aabaacc"
"7552","aac"
"7553","aac"
"7554","a"
